i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop
法国,17906,生命之悦,7,1934,Anthony Gross,"动画,短片,歌舞",,法国,63,1999533,https://movie.douban.com/subject/1999533/,http://www.imdb.com/title/tt0286736,11533,,
法国,17907,与帕蒂的二十一夜,7,2015,阿诺德·拉留,喜剧,115,法国,63,26353864,https://movie.douban.com/subject/26353864/,http://www.imdb.com/title/tt4022440,14396,,
美国,17908,爱我否则离开我,7,1955,查尔斯·维多,"剧情,爱情,音乐,传记",122,美国,62,1297681,https://movie.douban.com/subject/1297681/,http://www.imdb.com/title/tt0048317,3678,,
美国,17909,青春躁动的中国,7,2008,Sue,纪录片,,美国,62,26421511,https://movie.douban.com/subject/26421511/,,9120,,
法国,17910,神奇的扇子,7,1904,乔治·梅里爱,"短片,奇幻",,法国,62,3249920,https://movie.douban.com/subject/3249920/,http://www.imdb.com/title/tt0216419,12644,,
美国,17911,不会给眼睛拔牙的嘴唇不是好牙医,7,2013,John Walter Lusting,"动画,短片",5,美国,61,26779306,https://movie.douban.com/subject/26779306/,http://www.imdb.com/title/tt3176848,22219,,
日本,17912,赤裸的子弹,7,1969,若松孝二,剧情,,日本,61,1761030,https://movie.douban.com/subject/1761030/,http://www.imdb.com/title/tt0291404,15086,,
美国,17913,一个布袋八个头,7,1997,Tom Schulman (I),"喜剧,犯罪",95,美国 / 英国,61,1301226,https://movie.douban.com/subject/1301226/,http://www.imdb.com/title/tt0118541,14147,,
中国大陆,17914,不遇,7,2013,王思怡,"剧情,爱情,短片",25,中国大陆,60,21827166,https://movie.douban.com/subject/21827166/,,7878,,
美国,17915,困在雾中,7,1956,Herschel Daugherty,"剧情,悬疑,惊悚,犯罪",25,美国,60,2379087,https://movie.douban.com/subject/2379087/,http://www.imdb.com/title/tt0508164,19651,,
美国,17916,蜜莉姑娘,7,1967,乔治·罗伊·希尔,"喜剧,歌舞",138,美国,60,1303363,https://movie.douban.com/subject/1303363/,http://www.imdb.com/title/tt0062362,11335,,
美国,17917,女人万岁,7,1940,山姆·伍德,"剧情,爱情",108,美国,60,1299815,https://movie.douban.com/subject/1299815/,http://www.imdb.com/title/tt0032671,7891,,
法国,17918,十字路口的夜晚,7,1932,让·雷诺阿,"剧情,悬疑,犯罪",75,法国,60,1945625,https://movie.douban.com/subject/1945625/,http://www.imdb.com/title/tt0023284,14967,,
意大利,17919,我们女人,7,1953,罗伯托·罗西里尼,喜剧,95,意大利,60,1459084,https://movie.douban.com/subject/1459084/,http://www.imdb.com/title/tt0046309,15820,,
英国,17920,The,7,1966,Antony Balch,短片,,英国,59,1441035,https://movie.douban.com/subject/1441035/,http://www.imdb.com/title/tt0217346,17034,,
美国,17921,等待古夫曼,7,1996,克里斯托弗·格斯特,喜剧,84,美国,59,1779759,https://movie.douban.com/subject/1779759/,http://www.imdb.com/title/tt0118111,14839,,
芬兰,17922,好邮差,7,2017,托尼斯拉夫·赫里斯托夫,纪录片,80,芬兰 / 保加利亚,59,26929025,https://movie.douban.com/subject/26929025/,http://www.imdb.com/title/tt6254144,8603,,
台湾,17923,离别钩,7,1980,方豪,"动作,武侠,古装",,台湾,59,3406780,https://movie.douban.com/subject/3406780/,,16608,,
法国,17924,留下还是离开,7,2005,克劳德·贝里,"剧情,喜剧",109,法国,59,2134996,https://movie.douban.com/subject/2134996/,http://www.imdb.com/title/tt0423442,10647,,
奥地利,17925,每秒二十四格真相,7,2005,Nina Kusturica,纪录片,58,奥地利,59,3140264,https://movie.douban.com/subject/3140264/,http://www.imdb.com/title/tt1016146,9899,,
日本,17926,圣堂教父,7,1996,渡部高志,"剧情,动画",68,日本,59,5969227,https://movie.douban.com/subject/5969227/,,17065,,
法国,17927,玩转好莱坞,7,2011,Frédéric Berthe,,107,法国,59,6973395,https://movie.douban.com/subject/6973395/,http://www.imdb.com/title/tt1730697,5693,,
法国,17928,掷球比赛,7,1896,路易斯·卢米埃尔,"纪录片,短片",,法国,59,3649630,https://movie.douban.com/subject/3649630/,http://www.imdb.com/title/tt0221884,22247,,
德国,17929,掘颠茄的人,7,2006,弗兰卡·波坦特,"喜剧,短片,奇幻",40,德国,58,5240969,https://movie.douban.com/subject/5240969/,http://www.imdb.com/title/tt0496272,23495,,
中国大陆,17930,曼荼罗,7,1991,滕文骥,剧情,,中国大陆 / 日本,58,1302626,https://movie.douban.com/subject/1302626/,http://www.imdb.com/title/tt0347493,21195,,
法国,17931,梅耶林,7,1936,安纳托尔·李维克,"剧情,爱情",96,法国,58,3243738,https://movie.douban.com/subject/3243738/,http://www.imdb.com/title/tt0027951,12462,,
日本,17932,梦幻人生,7,1999,Takahisa Zeze,剧情,,日本,58,1756652,https://movie.douban.com/subject/1756652/,http://www.imdb.com/title/tt0315764,15224,,
南非,17933,生活，高于一切,7,2010,Oliver Schmitz,剧情,100,南非 / 德国,58,4826393,https://movie.douban.com/subject/4826393/,http://www.imdb.com/title/tt1646111,19624,,
中国大陆,17934,生之爱,7,2004,卜桦,"动画,短片",,中国大陆,58,19899736,https://movie.douban.com/subject/19899736/,,19091,,
美国,17935,"我,",7,2013,Eli,科幻,21,美国,58,24846379,https://movie.douban.com/subject/24846379/,http://www.imdb.com/title/tt2069787,8242,,
美国,17936,我的人生由雷弗恩执导,7,2015,丽芙·考菲克森,纪录片,58,美国,58,26012846,https://movie.douban.com/subject/26012846/,http://www.imdb.com/title/tt4029998,11899,,
中国大陆,17937,查房,7,2012,朱日坤,"纪录片,短片",22,中国大陆,57,25748160,https://movie.douban.com/subject/25748160/,http://www.imdb.com/title/tt2689366,2055,,
日本,17938,哥,7,1972,実相寺昭雄,,119,日本,57,1771045,https://movie.douban.com/subject/1771045/,http://www.imdb.com/title/tt1033501,23257,,
美国,17939,那不仅是你，穆瑞！,7,1964,Martin Scorsese,"喜剧,短片",15,美国,57,1918058,https://movie.douban.com/subject/1918058/,http://www.imdb.com/title/tt0058242,18856,,
法国,17940,Tom,7,1900,Georges Méliès,短片,,法国,56,3233084,https://movie.douban.com/subject/3233084/,http://www.imdb.com/title/tt0227667,9300,,
菲律宾,17941,花漾少年,7,2005,Auraeus Solito,"剧情,喜剧",,菲律宾,56,1775128,https://movie.douban.com/subject/1775128/,http://www.imdb.com/title/tt0479506,21575,,
法国,17942,敬畏,7,2017,迈克尔·哈扎纳维希乌斯,"剧情,爱情,传记",102,法国,56,26785583,https://movie.douban.com/subject/26785583/,http://www.imdb.com/title/tt5687334,5674,,
英国,17943,威彻尔先生的猜疑：天使巷的凶手,7,2013,克里斯托弗·梅诺尔,"剧情,悬疑,古装",90,英国,56,24839231,https://movie.douban.com/subject/24839231/,http://www.imdb.com/title/tt2919798,21364,,
法国,17944,最佳露营地,7,1965,皮埃尔·埃泰,"喜剧,短片",14,法国,56,5375388,https://movie.douban.com/subject/5375388/,http://www.imdb.com/title/tt1708524,11954,,
美国,17945,深入骨髓,7,2004,黛布拉·格兰尼克,剧情,,美国,56,1999243,https://movie.douban.com/subject/1999243/,http://www.imdb.com/title/tt0363579,6243,,
日本,17946,Andy,7,1974,Toshio Matsumoto,短片,,日本,55,2302389,https://movie.douban.com/subject/2302389/,http://www.imdb.com/title/tt1096849,22085,,
俄罗斯,17947,Gagarin,7,1995,Alexij Kharitidi,"喜剧,动画,短片",,俄罗斯,55,2148948,https://movie.douban.com/subject/2148948/,http://www.imdb.com/title/tt0113138,10215,,
法国,17948,魔术师的神秘洞穴,7,1901,Georges Méliès,"短片,奇幻",3,法国,55,3233164,https://movie.douban.com/subject/3233164/,http://www.imdb.com/title/tt0222729,12507,,
保加利亚,17949,生之前，死之后,7,2005,Dragomir Sholev,"剧情,短片",14,保加利亚,55,3878317,https://movie.douban.com/subject/3878317/,http://www.imdb.com/title/tt0477190,24518,,
美国,17950,冲出人魔岛,7,1977,唐·泰勒,"爱情,科幻,惊悚,恐怖,奇幻,冒险",99,美国,54,1300033,https://movie.douban.com/subject/1300033/,http://www.imdb.com/title/tt0076210,17167,,
法国,17951,浮士德在地狱,7,1903,乔治·梅里爱,"短片,奇幻",6,法国,54,3249869,https://movie.douban.com/subject/3249869/,http://www.imdb.com/title/tt0223267,8982,,
南斯拉夫,17952,最好的还是家,7,1960,Jo?ko Maru?i?,"动画,短片",,南斯拉夫,54,4005191,https://movie.douban.com/subject/4005191/,,15016,,
美国,17953,江湖异人传,7,1940,普莱斯顿·斯特奇斯,喜剧,82,美国,53,1756213,https://movie.douban.com/subject/1756213/,http://www.imdb.com/title/tt0032554,7147,,
美国,17954,理查德·林克莱特的二十一年,7,2014,塔拉·伍德,"纪录片,传记",78,美国,53,26022772,https://movie.douban.com/subject/26022772/,http://www.imdb.com/title/tt3657420,16478,,
日本,17955,CPU辣妹,7,1997,日高政光,"喜剧,动作,动画",90,日本,52,5221099,https://movie.douban.com/subject/5221099/,http://www.imdb.com/title/tt0444994,9340,,
美国,17956,The,7,2000,Duncan Tucker,短片,,美国,52,1863099,https://movie.douban.com/subject/1863099/,http://www.imdb.com/title/tt0284324,21406,,
法国,17957,不可能的平衡,7,1902,Georges Méliès,"短片,奇幻",2,法国,52,3240275,https://movie.douban.com/subject/3240275/,http://www.imdb.com/title/tt0227866,12143,,
中国大陆,17958,蝴蝶的颜色,7,2009,应亮,,,中国大陆,52,4820058,https://movie.douban.com/subject/4820058/,,16105,,
美国,17959,所罗门,7,1997,罗杰·扬,"剧情,传记",,美国,52,2049130,https://movie.douban.com/subject/2049130/,http://www.imdb.com/title/tt0143889,21432,,
瑞典,17960,一个快乐的夏天,7,1951,阿恩·马特森,"剧情,爱情",103,瑞典,52,1294799,https://movie.douban.com/subject/1294799/,http://www.imdb.com/title/tt0043652,14451,,
日本,17961,忌野清志郎半导体收音机,7,2015,戸田幸宏,,,日本,51,26345702,https://movie.douban.com/subject/26345702/,,12136,,
美国,17962,天荒地老不了情,7,1935,John M. Stahl,"剧情,爱情",112,美国,51,3249563,https://movie.douban.com/subject/3249563/,http://www.imdb.com/title/tt0026667,8658,,
匈牙利,17963,中肯,7,1989,Ferenc Cakó,"动画,短片",7,匈牙利,51,1963212,https://movie.douban.com/subject/1963212/,http://www.imdb.com/title/tt0096758,9360,,
美国,17964,猎艳高手,7,1961,Jerry Lewis,喜剧,95,美国,50,1855300,https://movie.douban.com/subject/1855300/,http://www.imdb.com/title/tt0055069,7544,,
俄罗斯,17965,铅笔头,7,2011,Qwaqa,"动画,短片",,俄罗斯,50,10553111,https://movie.douban.com/subject/10553111/,,12952,,
芬兰,17966,神探帕穆的错误,7,1960,Matti Kassila,"喜剧,悬疑,惊悚,犯罪",103,芬兰,50,3024934,https://movie.douban.com/subject/3024934/,http://www.imdb.com/title/tt0054001,20263,,
东德,17967,星星与花朵,7,1979,奥托·萨赫尔,"动画,短片",3,东德,50,4706617,https://movie.douban.com/subject/4706617/,http://www.imdb.com/title/tt1163879,13033,,
日本,17968,恶灵岛,7,1981,筱田正浩,"剧情,悬疑",131,日本,49,2157828,https://movie.douban.com/subject/2157828/,http://www.imdb.com/title/tt0081995,19608,,
英国,17969,录爱音带,7,2009,Luke Snellin,"剧情,爱情,短片,儿童",,英国,49,4064932,https://movie.douban.com/subject/4064932/,http://www.imdb.com/title/tt1499280,21088,,
西班牙,17970,四月的上尉,7,2000,Maria de Medeiros,"剧情,历史,战争",123,西班牙 / 意大利 / 法国 / 葡萄牙,49,2138066,https://movie.douban.com/subject/2138066/,http://www.imdb.com/title/tt0120626,12166,,
英国,17971,T.G.:,7,1981,Derek Jarman,"短片,音乐",8,英国,48,1437915,https://movie.douban.com/subject/1437915/,http://www.imdb.com/title/tt0083158,16812,,
日本,17972,巴鲁迪斯,7,1988,牧野行洋 Yukihiro Makino,动画,29,日本,48,3203531,https://movie.douban.com/subject/3203531/,http://www.imdb.com/title/tt0858406,17248,,
中国大陆,17973,石山,7,2006,杜海滨,纪录片,123,中国大陆 / 韩国,48,3810633,https://movie.douban.com/subject/3810633/,,11617,,
印度,17974,流氓刑警,7,2007,普拉部·地伐,动作,161,印度,46,3829572,https://movie.douban.com/subject/3829572/,http://www.imdb.com/title/tt1451409,23836,,
美国,17975,猫和金丝雀,7,1927,保罗·莱尼,"喜剧,悬疑,恐怖",82,美国,46,1300326,https://movie.douban.com/subject/1300326/,http://www.imdb.com/title/tt0017739,10283,,
法国,17976,诺亚方舟,7,1967,让-弗朗索瓦·拉吉奥,"动画,短片",10,法国,46,1964410,https://movie.douban.com/subject/1964410/,http://www.imdb.com/title/tt0856765,11589,,
法国,17977,晚礼服,7,1986,贝特朗·布里叶,"剧情,喜剧,犯罪",84,法国,46,1303720,https://movie.douban.com/subject/1303720/,http://www.imdb.com/title/tt0092068,4340,,
日本,17978,刑事物语1,7,1982,渡边祐介,"剧情,动作,犯罪",110,日本,46,5085174,https://movie.douban.com/subject/5085174/,http://www.imdb.com/title/tt0216855,7536,,
法国,17979,月光小夜曲,7,1904,乔治·梅里爱,"喜剧,短片",3,法国,46,3249875,https://movie.douban.com/subject/3249875/,http://www.imdb.com/title/tt0222761,15285,,
Czechoslovakia,17980,恶魔的水车小屋,7,1949,伊里·特恩卡,"动画,短片,家庭",,Czechoslovakia,45,1461352,https://movie.douban.com/subject/1461352/,http://www.imdb.com/title/tt0243814,12328,,
美国,17981,愤怒之网,7,1988,斯坦·布拉哈格,短片,,美国,45,1865024,https://movie.douban.com/subject/1865024/,http://www.imdb.com/title/tt0095950,21381,,
捷克斯洛伐克,17982,干掉四个就够了啊，亲！,7,1970,奥德里奇·利普斯基,喜剧,103,捷克斯洛伐克,45,1757932,https://movie.douban.com/subject/1757932/,http://www.imdb.com/title/tt0065600,9671,,
美国,17983,信仰的扭曲,7,2004,科比·迪克 Kirby Dick,纪录片,,美国,45,1493539,https://movie.douban.com/subject/1493539/,http://www.imdb.com/title/tt0436857,13450,,
美国,17984,寓言,7,2007,Daniel Sousa,"剧情,动画,短片",,美国,45,5950116,https://movie.douban.com/subject/5950116/,http://www.imdb.com/title/tt0493413,19772,,
美国,17985,眼之谜,7,1967,斯坦·布拉哈格,短片,,美国,44,1937065,https://movie.douban.com/subject/1937065/,http://www.imdb.com/title/tt0068560,14343,,
美国,17986,秋恋,7,1950,William Dieterle,"剧情,爱情",104,美国,43,1306743,https://movie.douban.com/subject/1306743/,http://www.imdb.com/title/tt0042947,4227,,
英国,17987,NOMA,7,2015,Pierre Deschamps,,,英国,42,26650753,https://movie.douban.com/subject/26650753/,http://www.imdb.com/title/tt4610372,11717,,
澳大利亚,17988,革命小子,7,1996,彼得 邓肯 (Peter Duncan (II)),"剧情,喜剧",101,澳大利亚,42,1302892,https://movie.douban.com/subject/1302892/,http://www.imdb.com/title/tt0115886,23165,,
意大利,17989,给咱罗西一座奥斯卡,7,1960,Bruno Bozzetto,"动画,短片",11,意大利,42,1870585,https://movie.douban.com/subject/1870585/,http://www.imdb.com/title/tt0373211,9039,,
南斯拉夫,17990,安娜买面包,7,1980,Vladimir Jutrisa,"动画,短片,儿童",,南斯拉夫,41,1963906,https://movie.douban.com/subject/1963906/,http://www.imdb.com/title/tt0183329,14380,,
美国,17991,金门大桥,7,1994,John Madden,"剧情,犯罪",91,美国,41,2135946,https://movie.douban.com/subject/2135946/,http://www.imdb.com/title/tt0109917,16027,,
法国,17992,尚塔尔和末路狂花,7,2010,Beno?t Pétré,喜剧,90,法国,41,4899895,https://movie.douban.com/subject/4899895/,http://www.imdb.com/title/tt1566948,8799,,
波兰,17993,随意爱情故事,7,1974,沃杰西奇·维斯尼维斯基,"剧情,喜剧,爱情",,波兰,41,3272941,https://movie.douban.com/subject/3272941/,http://www.imdb.com/title/tt0375813,14100,,
丹麦,17994,Run,7,1999,B?rge Ring,"动画,短片,奇幻",8,丹麦 / 荷兰,40,2149559,https://movie.douban.com/subject/2149559/,http://www.imdb.com/title/tt0236700,22810,,
法国,17995,大象骗人,7,1976,伊夫·罗伯特,喜剧,105,法国,39,3404261,https://movie.douban.com/subject/3404261/,http://www.imdb.com/title/tt0076852,11076,,
美国,17996,绿格子衬衫,7,1997,Richard Natale,剧情,,美国,39,2084531,https://movie.douban.com/subject/2084531/,http://www.imdb.com/title/tt0116449,16165,,
俄罗斯,17997,魇境,7,1992,Andrei Svislotski,动画,,俄罗斯,39,3447152,https://movie.douban.com/subject/3447152/,,16955,,
台湾,17998,持摄影机的男人,7,1933,刘呐鸥,,46,台湾,38,2272249,https://movie.douban.com/subject/2272249/,,21555,,
中国大陆,17999,昆1：行动,7,2009,吴昊昊,,76,中国大陆,38,6507985,https://movie.douban.com/subject/6507985/,http://www.imdb.com/title/tt1528077,13850,,
意大利,18000,善恶的彼岸,7,1977,莉莉安娜·卡瓦尼,剧情,127,意大利 / 法国 / 西德,37,1450050,https://movie.douban.com/subject/1450050/,http://www.imdb.com/title/tt0075652,10200,,
法国,18001,足球,7,1897,Alexandre Promio,"纪录片,短片",,法国,37,3655087,https://movie.douban.com/subject/3655087/,http://www.imdb.com/title/tt0350952,14094,,
法国,18002,第24山地步兵：拳击课,7,1897,Lumiere,"纪录片,短片",1,法国,36,3626071,https://movie.douban.com/subject/3626071/,http://www.imdb.com/title/tt1188669,15585,,
美国,18003,移情别恋,7,1963,Michael Gordon (I),"喜剧,爱情",103,美国,36,1301080,https://movie.douban.com/subject/1301080/,http://www.imdb.com/title/tt0057329,7975,,
日本,18004,茶目子の一日,7,1931,Kiyoji Nishikura,"动画,短片",7,日本,35,5226657,https://movie.douban.com/subject/5226657/,http://www.imdb.com/title/tt0419630,10530,,
法国,18005,瓦拉出租车,7,2007,Lola Frederich,短片,,法国,35,3034730,https://movie.douban.com/subject/3034730/,http://www.imdb.com/title/tt1193135,24437,,
美国,18006,贝蒂佩吉的一切,7,2012,mark mori,纪录片,,美国,34,11232696,https://movie.douban.com/subject/11232696/,http://www.imdb.com/title/tt1776086,10445,,
法国,18007,惊弓之鸟,7,2014,Léa Mysius,"剧情,短片",22,法国,34,25869009,https://movie.douban.com/subject/25869009/,http://www.imdb.com/title/tt3672906,19506,,
中国大陆,18008,矿工速写,7,2010,白补旦,纪录片,62,中国大陆,34,6729857,https://movie.douban.com/subject/6729857/,http://www.imdb.com/title/tt1714858,4563,,
法国,18009,劣货,7,2003,Eric Jameux,短片,,法国,34,1959022,https://movie.douban.com/subject/1959022/,http://www.imdb.com/title/tt0358625,22254,,
英国,18010,青蛙王子,7,1954,洛特·雷妮格,"动画,短片",11,英国,34,1933353,https://movie.douban.com/subject/1933353/,http://www.imdb.com/title/tt0213671,16326,,
西班牙,18011,爱上美人鱼,7,1998,Antonio José Betancor,剧情,,西班牙,33,1301868,https://movie.douban.com/subject/1301868/,http://www.imdb.com/title/tt0190552,21947,,
意大利,18012,包皮少年,7,2014,Duccio Chiarini,"剧情,喜剧",83,意大利,33,25970737,https://movie.douban.com/subject/25970737/,http://www.imdb.com/title/tt3976280,15091,,
日本,18013,地狱之血,7,2009,深沢 真一,恐怖,,日本,33,25980453,https://movie.douban.com/subject/25980453/,,21729,,
南斯拉夫,18014,Naprava,7,1974,Ivan Kaljevic,,,南斯拉夫,32,3748076,https://movie.douban.com/subject/3748076/,,15590,,
法国,18015,阿克曼自画像,7,1997,Chantal Akerman,,64,法国,32,2381940,https://movie.douban.com/subject/2381940/,http://www.imdb.com/title/tt0129821,7062,,
日本,18016,爱国者法：美国监视社会之路,7,2011,NHK,纪录片,,日本,32,21353040,https://movie.douban.com/subject/21353040/,,14203,,
荷兰,18017,马口铁玩具,7,2011,Bastiaan Schravendeel,"剧情,爱情,动画,短片,家庭,儿童",,荷兰,32,11612464,https://movie.douban.com/subject/11612464/,,14744,,
法国,18018,情狱,7,2014,Gabriel Grapperon,"喜剧,动画,短片",2,法国,32,26644022,https://movie.douban.com/subject/26644022/,http://www.imdb.com/title/tt3827628,23679,,
法国,18019,掷球聚会,7,1895,Louis Lumière,短片,1,法国,32,5206890,https://movie.douban.com/subject/5206890/,http://www.imdb.com/title/tt0791136,14905,,
法国,18020,Jean-Fran?ois,7,2009,Tom Haugomat,"动画,短片",,法国,31,5257223,https://movie.douban.com/subject/5257223/,http://www.imdb.com/title/tt1548584,25027,,
英国,18021,住房问题,7,1935,John Grierson,"纪录片,短片",,英国,31,3057257,https://movie.douban.com/subject/3057257/,http://www.imdb.com/title/tt0290660,5958,,
荷兰,18022,超越极端的暴力：Merzbow的不安聆听,7,1998,Aryan Kaganof,纪录片,72,荷兰,29,5949084,https://movie.douban.com/subject/5949084/,http://www.imdb.com/title/tt0433851,24795,,
美国,18023,符咒,7,1980,赫伯特·罗斯,"剧情,传记",129,美国,29,1949439,https://movie.douban.com/subject/1949439/,http://www.imdb.com/title/tt0081235,5545,,
美国,18024,观鸟者指导大全,7,2013,罗伯·梅耶尔,喜剧,88,美国,29,4849740,https://movie.douban.com/subject/4849740/,http://www.imdb.com/title/tt1582465,14722,,
法国,18025,海盗,7,1984,雅克·杜瓦隆,剧情,88,法国,28,4238659,https://movie.douban.com/subject/4238659/,http://www.imdb.com/title/tt0087918,17159,,
美国,18026,疾速,7,1984,Greg MacGillivray,"纪录片,短片,历史",30,美国,26,1480319,https://movie.douban.com/subject/1480319/,http://www.imdb.com/title/tt0088159,6568,,
波兰,18027,Pavoncello,7,1967,安德烈·祖拉斯基,短片,27,波兰,25,2457669,https://movie.douban.com/subject/2457669/,http://www.imdb.com/title/tt0177099,14209,,
中国大陆,18028,调查父亲,7,2016,吴文光,,,中国大陆,23,26816540,https://movie.douban.com/subject/26816540/,,13282,,
日本,0,"美丽之星",8.0,2017,"吉田大八","剧情,科幻",127,日本,41,26735282,https://movie.douban.com/subject/26735282/,http://www.imdb.com/title/tt5512160,1,
香港,1,"原谅他77次",7.0,2017,"邱礼涛","爱情",97,香港 / 中国大陆,7557,26857793,https://movie.douban.com/subject/26857793/,http://www.imdb.com/title/tt6608132,2,
法国,2,"刺杀盖世太保",7.6,2017,"塞德里克·吉门内兹","动作,惊悚,传记,战争",,法国,45,26383923,https://movie.douban.com/subject/26383923/,http://www.imdb.com/title/tt3296908,3,
法国,3,"爱丽舍宫的女大厨",7.2,2012,"Christian","喜剧,传记",95,法国,3841,10744165,https://movie.douban.com/subject/10744165/,http://www.imdb.com/title/tt2094877,44,
美国,4,"愤怒",7.1,2016,"詹姆斯·夏慕斯","剧情",110,美国 / 中国大陆,1050,26604675,https://movie.douban.com/subject/26604675/,http://www.imdb.com/title/tt4193394,46,
日本,5,"巨神兵在东京出现",7.0,2012,"樋口真嗣","科幻,短片",,日本,3441,10744777,https://movie.douban.com/subject/10744777/,http://www.imdb.com/title/tt2511906,53,
日本,6,"哥斯拉",7.1,1954,"本多猪四郎","剧情,科幻,惊悚,恐怖",96,日本,1384,2059276,https://movie.douban.com/subject/2059276/,http://www.imdb.com/title/tt0047034,102,
日本,7,"麻辣教师",7.0,2013,"今井和久","剧情",98,日本,566,20497830,https://movie.douban.com/subject/20497830/,,155,
法国,8,"神驹贾鲁普",7.1,2013,"克里斯丁·杜瓦","剧情,传记,运动",121,法国,534,6875425,https://movie.douban.com/subject/6875425/,http://www.imdb.com/title/tt2018079,467,
德国,9,"测量世界",7.2,2012,"德特勒夫·布克","剧情",119,德国,1279,4221475,https://movie.douban.com/subject/4221475/,http://www.imdb.com/title/tt1571401,683,
日本,10,"碎片",7.1,2009,"安藤桃子","剧情",107,日本,1083,4174181,https://movie.douban.com/subject/4174181/,http://www.imdb.com/title/tt1512184,1457,
西班牙,11,"索多玛执政官",7.1,2009,"Sigfrid","剧情,传记",110,西班牙,78,4236147,https://movie.douban.com/subject/4236147/,http://www.imdb.com/title/tt1188986,1917,
日本,12,"美好条纹",7.1,2015,"岨手由貴子","",119,日本,160,26247317,https://movie.douban.com/subject/26247317/,http://www.imdb.com/title/tt4173420,2124,
香港,13,"没有你",7.0,2000,"罗惠德","爱情",,香港,367,1907865,https://movie.douban.com/subject/1907865/,http://www.imdb.com/title/tt0264588,2323,
英国,14,"伯顿与泰勒",7.1,2013,"理查德·莱克斯顿","剧情,爱情,传记",90,英国,143,24738875,https://movie.douban.com/subject/24738875/,http://www.imdb.com/title/tt2709784,2353,
美国,15,"横冲直撞大逃亡",7.1,1974,"史蒂文·斯皮尔伯格","剧情,犯罪,冒险",110,美国,342,1298386,https://movie.douban.com/subject/1298386/,http://www.imdb.com/title/tt0072226,2438,
澳大利亚,16,"关键协议",7.0,2005,"约翰·希尔寇特","剧情,犯罪,西部",104,澳大利亚 / 英国,840,1485411,https://movie.douban.com/subject/1485411/,http://www.imdb.com/title/tt0421238,2537,
美国,17,"布里斯堡",7.2,2014,"克劳迪娅·迈克斯","剧情,战争",116,美国,72,10515616,https://movie.douban.com/subject/10515616/,http://www.imdb.com/title/tt2093995,2545,
日本,18,"磁石男",7.0,2014,"中岛悟","剧情",94,日本,908,25854564,https://movie.douban.com/subject/25854564/,http://www.imdb.com/title/tt3651140,3085,
塞尔维亚,19,"牛奶配送员的奇幻人生",7.4,2016,"埃米尔·库斯图里卡","剧情",125,塞尔维亚 / 英国 / 美国,3177,24706550,https://movie.douban.com/subject/24706550/,http://www.imdb.com/title/tt2800340,3296,
美国,20,"致命急件",7.0,2012,"大卫·凯普","动作,惊悚",91,美国,27553,4146512,https://movie.douban.com/subject/4146512/,http://www.imdb.com/title/tt1547234,3565,
意大利,21,"致命信条",7.1,2015,"斯蒂法诺·索利马","剧情,犯罪",130,意大利 / 法国,1795,26353874,https://movie.douban.com/subject/26353874/,http://www.imdb.com/title/tt4025514,3719,
美国,22,"冲击波",7.3,1977,"肯·威德合恩","科幻,悬疑,恐怖",85,美国,250,1866478,https://movie.douban.com/subject/1866478/,http://www.imdb.com/title/tt0076704,3960,
德国,23,"双面罗密欧",7.1,2011,"Sabine","剧情,同性",94,德国,2862,6116512,https://movie.douban.com/subject/6116512/,http://www.imdb.com/title/tt1830792,4114,
英国,24,"游龙戏凤",7.1,1957,"劳伦斯·奥利弗","喜剧,爱情",115,英国 / 美国,2298,1297385,https://movie.douban.com/subject/1297385/,http://www.imdb.com/title/tt0050861,4130,
法国,25,"义胆骑士",7.5,1997,"菲利普·德·普劳加","剧情,冒险",128,法国 / 意大利 / 德国,160,1306772,https://movie.douban.com/subject/1306772/,http://www.imdb.com/title/tt0118756,4160,
美国,26,"西部红石镇",7.4,1993,"John","剧情,惊悚,犯罪",98,美国,315,1295302,https://movie.douban.com/subject/1295302/,http://www.imdb.com/title/tt0105226,4434,
加拿大,27,"肌肉派",7.1,1998,"汤姆·菲茨杰拉德","剧情",93,加拿大 / 英国 / 法国,122,1767901,https://movie.douban.com/subject/1767901/,http://www.imdb.com/title/tt0187712,4707,
英国,28,"性的本质",7.3,2006,"Ed","剧情,喜剧,爱情",91,英国,1644,1911757,https://movie.douban.com/subject/1911757/,http://www.imdb.com/title/tt0475380,4855,
芬兰,29,"罪与罚",7.0,1983,"阿基·考里斯马基","剧情,犯罪",93,芬兰,483,1401893,https://movie.douban.com/subject/1401893/,http://www.imdb.com/title/tt0086199,4893,
印度,30,"巾帼拳王",7.0,2014,"Omung","剧情,传记,运动",121,印度,92,25842450,https://movie.douban.com/subject/25842450/,http://www.imdb.com/title/tt3001638,4897,
日本,31,"再见，Color",7.4,2005,"竹中直人","爱情",119,日本,116,1787797,https://movie.douban.com/subject/1787797/,http://www.imdb.com/title/tt0791089,5128,
美国,32,"生化危机3：灭绝",7.1,2007,"拉塞尔·穆卡希","动作,科幻,恐怖",95,美国 / 法国 / 澳大利亚 / 德国 / 英国,91006,1482911,https://movie.douban.com/subject/1482911/,http://www.imdb.com/title/tt0432021,5234,
