i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,
英国,24866,刘易斯探案：冬日之死,8.1,2010,比尔·安德森,"剧情,悬疑,犯罪",89,英国,34,10526640,https://movie.douban.com/subject/10526640/,http://www.imdb.com/title/tt1577965,24866,,
法国,10302,留下还是离开,7,2005,克劳德·贝里,"剧情,喜剧",109,法国,59,2134996,https://movie.douban.com/subject/2134996/,http://www.imdb.com/title/tt0423442,10302,,
美国,13200,留下我,8.9,2009,达斯汀·巴拉德,"剧情,短片,奇幻",,美国,42969,4915107,https://movie.douban.com/subject/4915107/,http://www.imdb.com/title/tt1474260,13200,,
美国,20565,留长发的女人,7.2,2012,Barbara Bakos,"剧情,动画,短片",,美国,93,24906764,https://movie.douban.com/subject/24906764/,http://www.imdb.com/title/tt2797030,20565,,
美国,17354,留住有情人,7.8,1991,乔·舒马赫,"剧情,爱情",111,美国,2483,1301576,https://movie.douban.com/subject/1301576/,http://www.imdb.com/title/tt0101787,17354,,
泰国,17563,流動的人,7.1,2008,阿彼察邦·韦拉斯哈古,短片,3,泰国,72,6539411,https://movie.douban.com/subject/6539411/,,17563,,
香港,19468,流放地,7.5,2013,郭臻,短片,24,香港,140,25705448,https://movie.douban.com/subject/25705448/,,19468,,
韩国,7882,流感,7.7,2013,金成洙,"剧情,惊悚,灾难",122,韩国,50809,10432911,https://movie.douban.com/subject/10432911/,http://www.imdb.com/title/tt2351310,7882,,
法国,19321,流浪巴黎,7.4,2016,多米尼克·阿贝尔,喜剧,83,法国 / 比利时,1580,26457368,https://movie.douban.com/subject/26457368/,http://www.imdb.com/title/tt2936884,19321,,
美国,23702,流浪狗,7.2,1985,Richard Kern,短片,,美国,122,1878704,https://movie.douban.com/subject/1878704/,http://www.imdb.com/title/tt0090087,23702,,
伊朗,13172,流浪狗,7.8,2004,玛兹嫣·玛克玛尔巴夫,剧情,93,伊朗 / 法国 / Afghanistan,435,1940748,https://movie.douban.com/subject/1940748/,http://www.imdb.com/title/tt0423277,13172,,
美国,1791,流浪汉,8.6,1915,查理·卓别林,"喜剧,短片",32,美国,1157,1297193,https://movie.douban.com/subject/1297193/,http://www.imdb.com/title/tt0006177,1791,,
美国,3675,流浪汉世界杯,8.2,2008,Susan Koch,"纪录片,运动",98,美国,222,2361553,https://movie.douban.com/subject/2361553/,http://www.imdb.com/title/tt1157668,3675,,
日本,2032,流浪记,8,1956,成濑巳喜男,剧情,117,日本,701,1467020,https://movie.douban.com/subject/1467020/,http://www.imdb.com/title/tt0049537,2032,,
美国,672,流浪乐手,8.6,1916,查理·卓别林,"喜剧,短片",34,美国,965,1298877,https://movie.douban.com/subject/1298877/,http://www.imdb.com/title/tt0007507,672,,
英国,9741,流浪猫鲍勃,8.1,2016,罗杰·斯波蒂伍德,"剧情,喜剧,传记",103,英国,33096,26685451,https://movie.douban.com/subject/26685451/,http://www.imdb.com/title/tt3606888,9741,,
希腊,3265,流浪艺人,8.7,1975,西奥·安哲罗普洛斯,"剧情,历史,战争",230,希腊,1226,1295759,https://movie.douban.com/subject/1295759/,http://www.imdb.com/title/tt0073800,3265,,
印度,2288,流浪者,8.3,1951,拉兹·卡普尔,"剧情,爱情,歌舞",193,印度,2565,1291865,https://movie.douban.com/subject/1291865/,http://www.imdb.com/title/tt0043306,2288,,
日本,19493,流浪者之歌,7.6,1980,铃木清顺,"悬疑,恐怖",144,日本,584,1401329,https://movie.douban.com/subject/1401329/,http://www.imdb.com/title/tt0081662,19493,,
意大利,2683,流浪者之歌,9.1,1988,埃米尔·库斯图里卡,"剧情,喜剧,犯罪,奇幻",142,意大利 / 英国 / 南斯拉夫,3411,1303525,https://movie.douban.com/subject/1303525/,http://www.imdb.com/title/tt0097223,2683,,
印度,23836,流氓刑警,7,2007,普拉部·地伐,动作,161,印度,46,3829572,https://movie.douban.com/subject/3829572/,http://www.imdb.com/title/tt1451409,23836,,
香港,14601,流氓医生,7.7,1995,李志毅,喜剧,98,香港,14082,1358421,https://movie.douban.com/subject/1358421/,http://www.imdb.com/title/tt0113672,14601,,
法国,9720,流年更美丽,7.3,2006,Régis Musset,"剧情,同性",95,法国,821,2296206,https://movie.douban.com/subject/2296206/,http://www.imdb.com/title/tt0835026,9720,,
日本,21534,流人,7.3,2005,奥田瑛二,剧情,149,日本,222,1925082,https://movie.douban.com/subject/1925082/,http://www.imdb.com/title/tt0458238,21534,,
美国,2212,流入山谷,7.1,2005,David Jacobson,"剧情,爱情,惊悚",108,美国,1740,1484348,https://movie.douban.com/subject/1484348/,http://www.imdb.com/title/tt0398027,2212,,
日本,11321,流砂幻爱,7.5,1995,桥口亮辅,"剧情,同性",129,日本,960,1303117,https://movie.douban.com/subject/1303117/,http://www.imdb.com/title/tt0113922,11321,,
香港,11194,流亡的故城,7.3,2013,吕美静,纪录片,58,香港,660,25802711,https://movie.douban.com/subject/25802711/,http://www.imdb.com/title/tt4474186,11194,,
香港,3860,流星蝴蝶剑,7.6,1976,楚原,"剧情,动作,武侠,古装",91,香港,1366,1301180,https://movie.douban.com/subject/1301180/,http://www.imdb.com/title/tt0074745,3860,,
香港,11598,流星语,8.5,1999,张之亮,"剧情,喜剧",110,香港,7140,1294038,https://movie.douban.com/subject/1294038/,http://www.imdb.com/title/tt0223603,11598,,
美国,10086,流言终结者：星球大战特辑,8.9,2014,Steve Christiansen,纪录片,75,美国,46,25828504,https://movie.douban.com/subject/25828504/,http://www.imdb.com/title/tt3421112,10086,,
日本,15515,琉璃之岛特别篇2007,7.3,2007,猪股隆一,,,日本,107,5179684,https://movie.douban.com/subject/5179684/,http://www.imdb.com/title/tt1305746,15515,,
美国,725,硫磺岛的来信,8,2006,克林特·伊斯特伍德,"剧情,历史,战争",141,美国,30637,1917171,https://movie.douban.com/subject/1917171/,http://www.imdb.com/title/tt0498380,725,,
中国大陆,1352,榴莲飘飘,7.6,2000,陈果,剧情,116,中国大陆 / 香港 / 法国,21060,1307681,https://movie.douban.com/subject/1307681/,http://www.imdb.com/title/tt0255327,1352,,
美国,7498,柳暗花明,7.6,1934,马克·桑德里奇,"喜剧,爱情,歌舞",107,美国,197,1299736,https://movie.douban.com/subject/1299736/,http://www.imdb.com/title/tt0025164,7498,,
加拿大,20210,柳暗花明,8,2006,萨拉·波莉,剧情,110,加拿大 / 英国 / 美国,2932,1874383,https://movie.douban.com/subject/1874383/,http://www.imdb.com/title/tt0491747,20210,,
中国大陆,2997,柳堡的故事,7.7,1958,王苹,剧情,79,中国大陆,1563,1768184,https://movie.douban.com/subject/1768184/,http://www.imdb.com/title/tt6554484,2997,,
日本,20550,柳川运河的故事,8.1,1987,高畑勋,纪录片,167,日本,92,1867922,https://movie.douban.com/subject/1867922/,http://www.imdb.com/title/tt0094345,20550,,
法国,2757,柳媚花娇,7.9,1967,雅克·德米,"剧情,喜剧,爱情,歌舞",120,法国,1123,1301648,https://movie.douban.com/subject/1301648/,http://www.imdb.com/title/tt0062873,2757,,
日本,3419,柳生一族的阴谋,7.9,1978,深作欣二,"剧情,动作,冒险",130,日本,514,1439316,https://movie.douban.com/subject/1439316/,http://www.imdb.com/title/tt0078513,3419,,
美国,16398,柳巷芳草,7.6,1971,艾伦·J·帕库拉,"爱情,悬疑,惊悚",114,美国,621,1293480,https://movie.douban.com/subject/1293480/,http://www.imdb.com/title/tt0067309,16398,,
中国大陆,8238,柳毅传书,8.7,1962,蔡振亚,"爱情,戏曲",107,中国大陆,148,2346499,https://movie.douban.com/subject/2346499/,,8238,,
法国,18806,六大导演看巴黎,8.2,1965,克洛德·夏布洛尔,"剧情,喜剧",95,法国,749,1293557,https://movie.douban.com/subject/1293557/,http://www.imdb.com/title/tt0059565,18806,,
英国,19568,六发子弹的手枪,7.9,2004,马丁·麦克唐纳,短片,27,英国 / 爱尔兰,1778,1782799,https://movie.douban.com/subject/1782799/,http://www.imdb.com/title/tt0425458,19568,,
美国,21541,六福客栈,7.2,1958,马克·罗布森,"剧情,传记,战争",158,美国,373,1294943,https://movie.douban.com/subject/1294943/,http://www.imdb.com/title/tt0051776,21541,,
台湾,14425,六局下半,7.8,2010,林宏杰,剧情,,台湾,57,5975338,https://movie.douban.com/subject/5975338/,,14425,,
法国,7798,六楼的女人,7.8,2010,菲利普·李·古伊,"剧情,喜剧",104,法国,2725,5937920,https://movie.douban.com/subject/5937920/,http://www.imdb.com/title/tt1805297,7798,,
香港,1206,六楼后座,7.5,2003,黄真真,"剧情,喜剧",102,香港,14861,1307449,https://movie.douban.com/subject/1307449/,http://www.imdb.com/title/tt0379874,1206,,
德国,11003,六十五岁以上的女士和先生,9,2002,Lilo Mangelsdorff,纪录片,70,德国,42,4899886,https://movie.douban.com/subject/4899886/,http://www.imdb.com/title/tt0337959,11003,,
美国,5547,六天,7.1,2002,王家卫,短片,,美国,941,1876863,https://movie.douban.com/subject/1876863/,http://www.imdb.com/title/tt0378774,5547,,
泰国,3003,六月愛逝瞬間,7.2,2008,O. Nathapon,剧情,,泰国,124,3285167,https://movie.douban.com/subject/3285167/,http://www.imdb.com/title/tt1305819,3003,,
美国,2765,六月虫,7.3,2005,Phil Morrison,"剧情,喜剧,家庭",106,美国,1011,1419211,https://movie.douban.com/subject/1419211/,http://www.imdb.com/title/tt0418773,2765,,
德国,22125,六月的月亮,7.4,2002,Hanno Hackfort,"剧情,爱情",92,德国,490,1389995,https://movie.douban.com/subject/1389995/,http://www.imdb.com/title/tt0347293,22125,,
香港,1686,六指琴魔,7,1994,吴勉勤,"动作,武侠,古装",91,香港 / 中国大陆,28005,1300265,https://movie.douban.com/subject/1300265/,http://www.imdb.com/title/tt0107428,1686,,
德国,4377,六重唱,7.5,1997,约瑟夫 维尔斯麦尔 (Joseph Vilsmaier),"剧情,音乐,传记",126,德国 / 奥地利,122,1302551,https://movie.douban.com/subject/1302551/,http://www.imdb.com/title/tt0128133,4377,,
台湾,21511,六祖慧能传,8,1987,李作楠,,93,台湾,257,2011120,https://movie.douban.com/subject/2011120/,http://www.imdb.com/title/tt0092680,21511,,
台湾,3549,龙城十日,7.3,1970,屠忠训,"动作,武侠,古装",94,台湾,93,3441936,https://movie.douban.com/subject/3441936/,http://www.imdb.com/title/tt0165372,3549,,
中国大陆,5488,龙船,7.7,2010,曹丹,纪录片,90,中国大陆,88,6432156,https://movie.douban.com/subject/6432156/,http://www.imdb.com/title/tt3798086,5488,,
香港,11138,龙的深处―失落的拼图,7.4,2003,张婉婷,"纪录片,传记",96,香港,109,1308060,https://movie.douban.com/subject/1308060/,http://www.imdb.com/title/tt0378900,11138,,
美国,876,龙凤配,7.7,1954,比利·怀德,"剧情,喜剧,爱情",113,美国,14054,1293868,https://movie.douban.com/subject/1293868/,http://www.imdb.com/title/tt0047437,876,,
中国大陆,1667,龙哥,8.6,2008,周浩,纪录片,104,中国大陆,2107,3724118,https://movie.douban.com/subject/3724118/,http://www.imdb.com/title/tt1677711,1667,,
日本,14704,龙宫的来信,7.2,2005,熊泽尚人Naoto Kumazawa,剧情,112,日本,776,1788341,https://movie.douban.com/subject/1788341/,http://www.imdb.com/title/tt0471282,14704,,
香港,1658,龙虎风云,7.5,1987,林岭东,"剧情,动作,惊悚,犯罪",101,香港,6506,1299658,https://movie.douban.com/subject/1299658/,http://www.imdb.com/title/tt0093435,1658,,
中国大陆,7657,龙脊,7.9,1994,陈晓卿,纪录片,,中国大陆,949,3012385,https://movie.douban.com/subject/3012385/,,7657,,
美国,3763,龙卷风,7.2,1996,扬·德·邦特,"动作,冒险,灾难",113,美国,19661,1292454,https://movie.douban.com/subject/1292454/,http://www.imdb.com/title/tt0117998,3763,,
中国大陆,5013,龙老,7.8,2015,蒋能杰,纪录片,58,中国大陆,140,26392167,https://movie.douban.com/subject/26392167/,,5013,,
中国大陆,9747,龙老一生,8.3,2013,蒋能杰,纪录片,60,中国大陆,72,24525953,https://movie.douban.com/subject/24525953/,,9747,,
日本,84,龙猫,9.1,1988,宫崎骏,"动画,奇幻",86,日本,406817,1291560,https://movie.douban.com/subject/1291560/,http://www.imdb.com/title/tt0096283,84,17,
中国大陆,6366,龙门飞甲纪录片,7.3,2011,甘露,纪录片,153,中国大陆,993,7163193,https://movie.douban.com/subject/7163193/,,6366,,
台湾,1442,龙门客栈,8,1967,胡金铨,"动作,冒险,武侠,古装",112,台湾,5621,1459054,https://movie.douban.com/subject/1459054/,http://www.imdb.com/title/tt0060635,1442,,
中国大陆,10004,龙女,8.3,1984,舒适,戏曲,,中国大陆,162,3918503,https://movie.douban.com/subject/3918503/,,10004,,
英国,17014,龙蛇小霸王,7.4,1976,艾伦 帕克 (Alan Parker),"喜剧,歌舞,家庭,犯罪",93,英国,223,1301483,https://movie.douban.com/subject/1301483/,http://www.imdb.com/title/tt0074256,17014,,
意大利,6864,龙头之死,7.4,1962,弗朗西斯科·罗西,"剧情,悬疑,历史,战争,犯罪",123,意大利,240,1401612,https://movie.douban.com/subject/1401612/,http://www.imdb.com/title/tt0055399,6864,,
美国,1974,龙纹身的女孩,8,2011,大卫·芬奇,"剧情,悬疑,惊悚,犯罪",158,美国 / 瑞典 / 挪威,147923,4206357,https://movie.douban.com/subject/4206357/,http://www.imdb.com/title/tt1568346,1974,,
中国大陆,10291,龙须沟,7.8,1952,冼群,剧情,108,中国大陆,420,1438018,https://movie.douban.com/subject/1438018/,http://www.imdb.com/title/tt0349743,10291,,
中国,18242,龙牙星,7.9,1981,方润南,,20,中国,516,2238007,https://movie.douban.com/subject/2238007/,,18242,,
日本,5899,龙与虎OVA：便当的精髓,8.2,2011,长井龙雪,"爱情,动画",27,日本,2200,7564986,https://movie.douban.com/subject/7564986/,,5899,,
美国,1210,龙争虎斗,8.1,1973,罗伯特·高洛斯,"剧情,动作,惊悚,犯罪",102,美国 / 香港,10701,1293118,https://movie.douban.com/subject/1293118/,http://www.imdb.com/title/tt0070034,1210,,
日本,24253,龙之牙医,7.2,2014,舞城王太郎,"动画,短片",,日本,289,26269710,https://movie.douban.com/subject/26269710/,http://www.imdb.com/title/tt4180756,24253,,
日本,24653,龙珠GT特别篇：悟空外传!,7.6,1997,葛西治,动画,46,日本,360,4848693,https://movie.douban.com/subject/4848693/,,24653,,
日本,22235,龙珠Z剧场版：把我的悟饭还来,7.1,1989,西尾大介,"动作,科幻,动画,奇幻,冒险",44,日本,663,3529055,https://movie.douban.com/subject/3529055/,http://www.imdb.com/title/tt0142235,22235,,
日本,16246,龙珠Z剧场版10：两人面临危机!,7.1,1994,山内重保,动画,53,日本,719,3089305,https://movie.douban.com/subject/3089305/,http://www.imdb.com/title/tt0285036,16246,,
日本,24789,龙珠Z剧场版13：龙拳爆发!!,7.4,1995,桥本光夫,"动作,动画",52,日本,565,3555017,https://movie.douban.com/subject/3555017/,http://www.imdb.com/title/tt0142243,24789,,
日本,23185,龙珠Z剧场版2：世界最強的高手,7.1,1990,西尾大介,"动作,科幻,动画,惊悚,冒险",61,日本,738,3529061,https://movie.douban.com/subject/3529061/,http://www.imdb.com/title/tt0142240,23185,,
日本,24763,龙珠Z剧场版5：最强对最强,7.4,1991,橋本光夫,"动作,科幻,动画",48,日本 / 美国,883,3338150,https://movie.douban.com/subject/3338150/,http://www.imdb.com/title/tt1125254,24763,,
日本,19265,龙珠Z特别篇,8.2,1990,Mitsuo Hashimoto,动画,48,日本,465,4848690,https://movie.douban.com/subject/4848690/,http://www.imdb.com/title/tt0142245,19265,,
日本,16076,龙珠Z特别篇：绝望的反抗!!,8,1993,Ueda,动画,,日本,669,1982034,https://movie.douban.com/subject/1982034/,http://www.imdb.com/title/tt0142247,16076,,
日本,16330,龙珠剧场版：摩诃不可思议大冒险,7.9,1988,竹之内和久,"动作,动画,家庭,冒险",44,日本,800,3059212,https://movie.douban.com/subject/3059212/,http://www.imdb.com/title/tt0142248,16330,,
日本,18755,龙珠剧场版：魔神城内的睡美人,7.6,1987,西尾大介,"动作,动画,家庭,冒险",43,日本,762,3059211,https://movie.douban.com/subject/3059211/,http://www.imdb.com/title/tt0142249,18755,,
日本,23497,龙珠剧场版：神龙传说,8,1986,西尾大介,"动作,动画,家庭,冒险",45,日本,1121,3059208,https://movie.douban.com/subject/3059208/,http://www.imdb.com/title/tt0142251,23497,,
日本,3906,龙子太郎,8.7,1979,浦山桐郎,"动画,奇幻,冒险",75,日本,2573,1466085,https://movie.douban.com/subject/1466085/,http://www.imdb.com/title/tt0061069,3906,,
中国大陆,15263,砻谷纪,7.2,2011,鬼叔中,纪录片,,中国大陆,76,6221688,https://movie.douban.com/subject/6221688/,,15263,,
意大利,10977,聋哑世界,8.5,1992,尼古拉·菲利伯特,纪录片,99,意大利 / 法国 / 英国 / 瑞士,179,1428371,https://movie.douban.com/subject/1428371/,http://www.imdb.com/title/tt0107796,10977,,
香港,1946,笼民,8.8,1992,张之亮,剧情,145,香港,3288,1306326,https://movie.douban.com/subject/1306326/,http://www.imdb.com/title/tt0107461,1946,,
美国,7982,笼子里的女人,7.3,1964,沃尔特·杰拉曼,"剧情,惊悚",94,美国,170,3166543,https://movie.douban.com/subject/3166543/,http://www.imdb.com/title/tt0058283,7982,,
美国,21498,隆台尔的报务员,7.2,1911,D·W·格里菲斯,"剧情,爱情,短片,西部",17,美国,51,3709785,https://movie.douban.com/subject/3709785/,http://www.imdb.com/title/tt0001740,21498,,
英国,8806,隆胸？还是隆凶？,7.6,2012,Lucy Wallace,纪录片,60,英国,4025,11606340,https://movie.douban.com/subject/11606340/,http://www.imdb.com/title/tt2357598,8806,,
美国,4325,卢·里德：摇滚心灵,9.1,1998,Timothy Greenfield-Sanders,"纪录片,音乐,传记",75,美国,100,1862345,https://movie.douban.com/subject/1862345/,http://www.imdb.com/title/tt0138582,4325,,
美国,6799,卢·里德的柏林,8.4,2007,朱利安·施纳贝尔,"纪录片,音乐",85,美国 / 英国,232,2242156,https://movie.douban.com/subject/2242156/,http://www.imdb.com/title/tt1093836,6799,,
英国,16087,卢丹的恶魔,7.5,1971,肯·罗素,"剧情,恐怖,历史",111,英国,105,1823255,https://movie.douban.com/subject/1823255/,http://www.imdb.com/title/tt0066993,16087,,
奥地利,14192,卢尔德,7.1,2009,杰茜卡·豪丝娜,剧情,96,奥地利 / 法国 / 德国,778,3640682,https://movie.douban.com/subject/3640682/,http://www.imdb.com/title/tt1405809,14192,,
法国,14203,卢浮宫城,7.5,1990,Nicolas Philibert,纪录片,84,法国,163,1741263,https://movie.douban.com/subject/1741263/,http://www.imdb.com/title/tt0100872,14203,,
英国,11484,卢浮宫的珍宝,8.5,2013,Alastair Laurence,纪录片,90,英国,643,21870849,https://movie.douban.com/subject/21870849/,http://www.imdb.com/title/tt2758088,11484,,
法国,7950,卢金的防守,7.3,2000,玛琳·格里斯,"剧情,爱情",109,法国 / 英国,70,1420069,https://movie.douban.com/subject/1420069/,http://www.imdb.com/title/tt0211492,7950,,
法国,13157,卢米埃尔！冒险开始,9.4,2016,蒂耶里·福茂,纪录片,90,法国,174,26857716,https://movie.douban.com/subject/26857716/,http://www.imdb.com/title/tt5954462,13157,,
法国,18010,卢米埃尔与四十大导,7.6,1995,西奥·安哲罗普洛斯,纪录片,88,法国 / 丹麦 / 西班牙 / 瑞典,803,1389976,https://movie.douban.com/subject/1389976/,http://www.imdb.com/title/tt0113718,18010,,
法国,12176,卢瓦河谷的木鞋匠,7.9,1956,雅克·德米,短片,23,法国,113,3222028,https://movie.douban.com/subject/3222028/,http://www.imdb.com/title/tt0048575,12176,,
英国,103,卢旺达饭店,8.8,2004,特瑞·乔治,"剧情,历史,战争",121,英国 / 南非 / 意大利 / 美国,111532,1291822,https://movie.douban.com/subject/1291822/,http://www.imdb.com/title/tt0395169,103,133,
中国大陆,8213,芦笙恋歌,7.1,1957,于彦夫,,91,中国大陆,105,1452437,https://movie.douban.com/subject/1452437/,,8213,,
美国,22968,芦笋,7.6,1979,苏珊·皮特,"动画,短片,奇幻",18,美国,1263,1861162,https://movie.douban.com/subject/1861162/,http://www.imdb.com/title/tt0140821,22968,,
台湾,20507,芦苇之歌,7.5,2013,吴秀菁,纪录片,73,台湾,29,26586465,https://movie.douban.com/subject/26586465/,,20507,,
中国大陆,7806,庐山风云,7.8,2007,凤凰卫视,,,中国大陆,71,4888221,https://movie.douban.com/subject/4888221/,,7806,,
中国大陆,2963,庐山恋,7.5,1980,黄祖模,"剧情,爱情",90,中国大陆,6694,1422067,https://movie.douban.com/subject/1422067/,http://www.imdb.com/title/tt3508268,2963,,
美国,12072,炉香赞佛,8.7,2010,David Grubin,纪录片,129,美国,1049,3882469,https://movie.douban.com/subject/3882469/,http://www.imdb.com/title/tt1478841,12072,,
日本,20148,鲁邦三世,7.5,2012,龟垣一,动画,,日本,263,20279569,https://movie.douban.com/subject/20279569/,http://www.imdb.com/title/tt2438634,20148,,
日本,23246,鲁邦三世,8.4,2012,こだま兼嗣,"剧情,动画,犯罪",10,日本,106,10733427,https://movie.douban.com/subject/10733427/,,23246,,
日本,5491,鲁邦三世：DEAD,8.1,1996,モンキー?パンチ Monkey Punch,"喜剧,动作,科幻,动画,惊悚,犯罪,奇幻",97,日本,214,1962851,https://movie.douban.com/subject/1962851/,http://www.imdb.com/title/tt0170180,5491,,
日本,21812,鲁邦三世：the,8,2010,アミノテツロ,"剧情,动画,犯罪",,日本,139,4217395,https://movie.douban.com/subject/4217395/,,21812,,
日本,19190,鲁邦三世：巴比伦黄金传说,7.7,1985,鈴木清順 Seijun Suzuki,"喜剧,动作,科幻,动画,悬疑,犯罪,奇幻,冒险",100,日本,401,1962621,https://movie.douban.com/subject/1962621/,http://www.imdb.com/title/tt0089943,19190,,
日本,15950,鲁邦三世：海明威手稿之谜,7.7,1990,出崎統,"喜剧,动作,动画,悬疑,冒险",,日本,203,3433815,https://movie.douban.com/subject/3433815/,http://www.imdb.com/title/tt0834582,15950,,
